sequence_id,5fold_seed1,5fold_seed2,5fold_seed3,5fold_seed4,5fold_seed5,5fold_seed6,5fold_seed7,5fold_seed8,5fold_seed9,5fold_seed10,5fold_seed2025
SEQ_003635,3,0,0,4,0,4,0,0,0,0,1
SEQ_003652,1,3,3,2,3,2,2,3,3,2,4
SEQ_003665,0,2,2,0,0,1,1,1,1,0,1
SEQ_003671,2,4,4,3,3,3,3,3,4,2,0
SEQ_003675,4,2,2,2,1,2,1,1,2,1,2
SEQ_003678,0,3,1,0,0,0,0,0,1,1,2
SEQ_003679,3,4,3,2,3,3,2,2,3,4,4
SEQ_003708,2,4,4,2,2,2,3,3,3,2,3
SEQ_003714,0,3,3,3,2,3,2,2,3,2,3
SEQ_003715,2,0,4,3,4,0,4,4,2,4,0
SEQ_003717,0,3,1,0,0,0,0,0,1,1,2
SEQ_003727,4,2,0,0,0,1,0,0,0,1,0
SEQ_003730,0,3,2,2,2,3,2,2,3,2,3
SEQ_003738,4,0,0,0,4,0,4,4,0,4,0
SEQ_003742,4,1,1,0,1,2,1,1,1,1,2
SEQ_003744,1,3,3,1,1,3,2,2,2,1,2
SEQ_003746,2,0,4,2,3,2,2,2,4,3,4
SEQ_003750,0,3,2,2,2,3,2,2,3,2,3
SEQ_003753,2,3,3,0,1,0,4,2,2,1,2
SEQ_003762,3,3,3,3,2,3,2,2,3,2,3
SEQ_003766,2,3,4,1,2,2,1,1,2,3,4
SEQ_003776,1,3,3,2,3,2,3,3,3,3,4
SEQ_003784,0,0,0,0,4,0,4,4,0,4,0
SEQ_003820,3,4,4,3,3,3,3,2,4,4,0
SEQ_003856,3,4,4,4,3,4,3,3,4,3,4
SEQ_003883,2,0,2,2,3,2,3,4,4,3,4
SEQ_003902,4,4,4,4,3,4,4,4,4,3,4
SEQ_003905,3,4,3,3,3,4,3,3,3,4,3
SEQ_003911,0,1,1,1,0,1,0,0,1,0,1
SEQ_003913,3,0,0,4,4,4,4,4,0,3,4
SEQ_003926,3,3,3,3,2,3,2,2,3,2,3
SEQ_003929,2,2,2,2,1,2,1,1,2,1,2
SEQ_003935,3,4,3,3,3,4,3,3,3,4,3
SEQ_003941,0,1,1,0,0,0,0,4,0,1,2
SEQ_003949,2,3,2,2,2,3,2,2,2,3,2
SEQ_003950,0,1,4,4,4,0,4,4,3,0,3
SEQ_003958,3,3,3,3,2,3,2,2,3,2,3
SEQ_003960,3,1,1,0,0,1,0,0,1,0,1
SEQ_003965,3,3,3,3,2,3,2,2,3,2,3
SEQ_003975,3,0,0,3,3,4,4,4,4,3,4
SEQ_003976,3,3,3,3,0,3,3,3,3,4,3
SEQ_003978,4,1,1,4,4,0,0,0,0,4,2
SEQ_003987,2,2,2,2,1,2,2,1,2,1,2
SEQ_003988,2,0,4,3,4,0,4,4,2,4,0
SEQ_004003,1,1,1,1,1,1,1,1,1,1,1
SEQ_004029,4,0,0,3,2,4,3,3,4,3,0
SEQ_004042,0,3,3,3,2,3,2,2,3,2,3
SEQ_004062,4,0,0,0,4,0,4,4,0,4,0
SEQ_004087,2,4,4,3,4,4,4,4,4,4,0
SEQ_004091,0,3,2,0,1,0,0,4,2,1,2
SEQ_004092,1,4,4,1,2,1,2,3,3,2,3
SEQ_004105,3,4,3,3,3,4,3,3,3,4,3
SEQ_004122,1,3,3,1,1,3,2,2,2,1,2
SEQ_004132,1,4,4,1,2,1,2,3,3,2,3
SEQ_004142,0,0,0,0,4,0,4,4,0,4,0
SEQ_004145,0,2,2,1,2,1,1,1,2,1,3
SEQ_004146,1,1,1,1,0,1,0,0,1,0,1
SEQ_004175,0,3,2,0,1,0,0,4,2,1,2
SEQ_004196,3,0,0,3,3,4,4,4,4,3,4
SEQ_004222,0,1,4,4,4,0,4,4,3,0,3
SEQ_004243,4,1,1,0,1,2,1,1,1,1,2
SEQ_004257,3,0,0,4,0,4,4,0,0,4,1
SEQ_004258,1,3,3,2,3,2,2,3,3,2,4
SEQ_004261,0,3,3,3,2,3,2,2,3,2,3
SEQ_004267,0,1,1,0,0,0,0,4,0,1,2
SEQ_004294,0,1,0,0,0,1,0,0,0,0,0
SEQ_004307,1,3,3,1,1,3,2,2,2,1,2
SEQ_004308,2,0,2,2,3,2,3,4,4,3,4
SEQ_004309,4,2,1,4,0,4,4,1,1,0,1
SEQ_004356,4,1,1,3,4,3,0,0,0,4,0
SEQ_004359,0,3,2,0,1,0,0,4,2,1,2
SEQ_004366,0,2,2,1,2,3,2,2,2,2,3
SEQ_004369,0,0,0,0,4,0,0,0,0,4,0
SEQ_004389,4,1,1,4,4,0,0,0,0,4,2
SEQ_004390,0,2,2,4,0,4,1,1,1,0,1
SEQ_004393,4,2,4,1,1,2,1,1,2,1,2
SEQ_004404,2,0,2,2,3,2,3,4,4,3,4
SEQ_004406,0,1,1,1,0,1,0,0,1,0,1
SEQ_004407,0,3,2,2,2,3,2,2,3,2,3
SEQ_004414,2,4,3,2,2,2,2,1,3,3,4
SEQ_004417,0,2,2,1,2,1,1,1,2,1,3
SEQ_004430,3,3,3,3,2,3,2,2,3,2,3
SEQ_004432,3,1,1,0,0,1,0,0,1,0,1
SEQ_004441,0,3,2,0,1,0,0,4,2,1,2
SEQ_004444,2,0,4,3,4,0,4,4,2,4,0
SEQ_004445,3,3,3,3,2,3,2,2,3,2,3
SEQ_004446,1,3,3,2,3,2,2,3,3,2,4
SEQ_004461,2,2,2,2,1,2,1,1,2,1,2
SEQ_004466,1,2,1,1,1,2,1,1,1,2,1
SEQ_004468,1,3,3,2,3,2,2,3,3,2,4
SEQ_004476,3,4,4,3,3,3,3,2,4,4,0
SEQ_004487,0,0,0,0,4,0,4,4,0,4,0
SEQ_004499,4,2,4,1,1,2,1,1,2,1,2
SEQ_004507,4,1,1,0,1,2,1,1,1,1,2
SEQ_004510,0,1,0,0,0,1,0,0,0,0,0
SEQ_004512,0,2,2,1,2,1,1,1,2,1,3
SEQ_004514,2,0,0,0,4,0,4,4,0,4,0
SEQ_004517,4,1,1,3,4,3,0,0,0,4,0
SEQ_004519,3,0,0,4,0,4,0,0,0,0,1
SEQ_004536,3,3,3,3,2,3,3,2,3,2,3
SEQ_004547,4,0,0,4,4,4,4,3,4,0,1
SEQ_004548,1,1,1,1,0,1,0,0,1,0,1
SEQ_004573,2,3,4,1,2,2,1,1,2,3,4
SEQ_004583,2,0,0,0,4,0,4,4,0,4,0
SEQ_004584,4,0,0,0,4,0,4,4,0,4,0
SEQ_004585,0,3,2,0,1,0,0,4,2,1,2
SEQ_004587,4,0,0,0,4,0,4,4,0,4,0
SEQ_004590,4,2,0,0,0,1,0,0,0,1,0
SEQ_004593,1,1,1,1,0,1,0,0,1,0,1
SEQ_004597,3,4,3,2,3,3,2,2,3,4,4
SEQ_004601,3,4,4,4,3,3,2,2,3,4,0
SEQ_004623,3,0,0,3,3,4,4,4,4,3,4
SEQ_004624,2,0,2,2,3,2,3,4,4,3,4
SEQ_004628,0,1,1,1,0,1,0,0,1,0,1
SEQ_004655,4,1,1,3,4,3,0,0,0,4,0
SEQ_004656,1,2,1,1,1,2,1,1,1,2,1
SEQ_004658,2,3,3,0,1,0,4,2,2,1,2
SEQ_004677,3,3,3,3,2,3,2,2,3,2,3
SEQ_004688,0,1,1,0,0,0,0,4,0,1,2
SEQ_004709,2,4,4,3,3,3,3,3,4,2,0
SEQ_004747,2,4,4,3,4,4,4,4,4,4,0
SEQ_004748,3,0,0,4,0,1,0,0,0,0,1
SEQ_004754,4,1,1,4,4,0,0,0,0,4,2
SEQ_004768,0,2,2,1,2,3,2,2,2,2,3
SEQ_004780,1,1,1,1,0,1,1,3,1,0,1
SEQ_004791,4,1,1,0,1,0,0,1,1,1,2
SEQ_004805,3,4,4,4,3,4,3,3,4,3,4
SEQ_004812,4,0,0,3,4,4,3,3,4,0,1
SEQ_004827,1,3,3,2,3,2,3,3,3,3,4
SEQ_004829,4,2,0,4,4,4,4,4,4,0,1
SEQ_004841,0,0,0,0,4,0,4,4,0,4,0
SEQ_004853,1,2,2,1,1,1,1,0,1,2,3
SEQ_004861,3,0,0,4,0,4,4,0,0,4,1
SEQ_004873,4,1,1,4,4,0,0,0,0,4,2
SEQ_004888,2,4,4,2,2,2,3,3,3,2,3
SEQ_004892,1,2,2,0,1,1,0,0,1,2,3
SEQ_004894,3,0,0,4,0,4,4,0,0,4,1
SEQ_004904,4,0,0,3,4,4,3,3,4,0,1
SEQ_004914,2,0,0,0,4,0,4,4,0,4,0
SEQ_004920,2,3,3,0,1,0,4,2,2,1,2
SEQ_004922,0,3,1,0,0,0,0,0,1,1,2
SEQ_004924,0,1,1,1,0,1,0,0,1,0,1
SEQ_004946,1,4,3,1,2,1,1,4,3,2,3
SEQ_004951,1,4,3,2,3,4,3,3,4,3,4
SEQ_004956,4,4,4,4,3,4,4,4,4,3,4
SEQ_004969,3,4,3,3,3,4,3,3,3,4,3
SEQ_004972,2,2,2,2,1,2,2,1,2,1,2
SEQ_004974,1,1,1,1,0,1,1,3,1,0,1
SEQ_004988,0,1,1,4,0,0,4,4,0,1,2
SEQ_004991,2,0,0,0,4,0,4,4,0,4,0
SEQ_004993,0,2,2,4,0,4,1,1,1,0,1
SEQ_005016,0,1,1,4,0,0,4,4,0,1,2
SEQ_005017,0,3,3,3,2,3,2,2,3,2,3
SEQ_005021,1,4,3,2,3,4,3,3,4,3,4
SEQ_005033,3,4,4,4,3,4,3,3,4,3,4
SEQ_005036,0,3,2,0,1,0,0,4,2,1,2
SEQ_005041,0,0,0,0,4,0,4,4,0,4,0
SEQ_005067,4,2,1,4,0,4,4,1,1,0,1
SEQ_005080,2,3,2,2,2,3,2,2,2,3,2
SEQ_005092,4,0,0,3,2,4,3,3,4,3,0
SEQ_005093,3,3,3,3,2,3,2,2,3,2,3
SEQ_005095,0,1,1,4,0,0,4,4,0,1,2
SEQ_005111,1,2,2,1,1,1,1,0,1,2,3
SEQ_005112,4,4,4,4,3,4,3,3,4,3,4
SEQ_005119,1,4,3,1,2,1,1,4,3,2,3
SEQ_005148,0,3,2,0,1,0,0,4,2,1,2
SEQ_005153,4,0,0,3,4,4,3,3,4,0,1
SEQ_005194,1,3,3,1,1,3,2,2,2,1,2
SEQ_005211,4,1,1,4,4,0,0,0,0,4,2
SEQ_005215,3,4,4,4,3,3,2,2,3,4,0
SEQ_005230,1,3,3,2,3,2,3,3,3,3,4
SEQ_005234,2,2,2,2,1,2,1,1,2,1,2
SEQ_005250,4,0,0,4,4,4,4,3,4,0,1
SEQ_005253,4,2,0,4,4,4,4,4,4,0,1
SEQ_005286,0,0,0,0,4,0,4,4,0,4,0
SEQ_005289,1,3,3,1,1,3,2,2,2,1,2
SEQ_005298,1,1,1,1,0,1,0,0,1,0,1
SEQ_005299,1,2,1,1,1,2,1,1,1,2,1
SEQ_005301,0,1,4,4,4,0,4,4,3,0,3
SEQ_005305,1,3,3,1,1,3,2,2,2,1,2
SEQ_005306,1,4,4,1,2,1,2,3,3,2,3
SEQ_005307,4,2,1,4,0,4,4,1,1,0,1
SEQ_005308,2,4,4,3,3,3,3,3,4,2,0
SEQ_005310,0,2,2,1,2,3,2,2,2,2,3
SEQ_005334,1,1,1,1,0,1,0,0,1,0,1
SEQ_005347,1,4,4,1,2,1,2,3,3,2,3
SEQ_005354,0,3,3,3,2,3,2,2,3,2,3
SEQ_005363,3,4,4,3,3,3,3,2,4,4,0
SEQ_005379,4,4,4,4,3,4,3,3,4,3,4
SEQ_005400,0,2,2,1,2,1,1,1,2,1,3
SEQ_005401,3,1,0,3,4,3,4,0,0,4,0
SEQ_005403,3,4,4,4,3,4,3,3,4,3,4
SEQ_005404,1,3,1,1,1,0,1,1,1,1,1
SEQ_005411,4,2,0,0,0,1,0,0,0,1,0
SEQ_005412,4,2,1,4,0,4,4,1,1,0,1
SEQ_005414,3,4,3,2,3,3,2,2,3,4,4
SEQ_005417,2,0,4,3,4,0,4,4,2,4,0
SEQ_005426,3,4,3,2,3,3,2,2,3,4,4
SEQ_005434,1,4,3,2,3,4,3,3,4,3,4
SEQ_005436,3,4,4,4,3,3,2,2,3,4,0
SEQ_005448,4,2,1,4,0,4,4,1,1,0,1
SEQ_005450,1,4,3,1,2,1,1,4,3,2,3
SEQ_005451,2,0,0,0,4,0,4,4,0,4,0
SEQ_005476,1,3,3,1,1,3,2,2,2,1,2
SEQ_005479,4,2,0,4,4,4,4,4,4,0,1
SEQ_005484,1,4,4,4,3,4,3,3,4,3,4
SEQ_005485,0,2,2,1,2,1,1,2,2,2,3
SEQ_005491,0,2,2,1,2,1,1,2,2,2,3
SEQ_005495,4,2,0,4,4,4,4,4,4,0,1
SEQ_005500,1,3,1,1,1,0,1,1,1,1,1
SEQ_005502,3,0,0,4,0,4,0,0,0,0,1
SEQ_005504,3,1,3,3,4,3,3,3,0,4,0
SEQ_005514,2,4,4,3,3,3,3,3,4,2,0
SEQ_005518,4,0,4,4,4,0,4,4,4,4,4
SEQ_005524,3,0,0,4,4,4,4,4,0,3,4
SEQ_005532,2,0,4,3,4,0,4,4,2,4,0
SEQ_005544,2,4,3,2,2,2,2,1,3,3,4
SEQ_005562,1,3,3,2,3,2,3,3,3,3,4
SEQ_005579,3,4,4,3,3,3,3,2,4,4,0
SEQ_005590,4,0,0,3,4,4,3,3,4,0,1
SEQ_005602,0,2,2,1,2,1,1,1,2,1,3
SEQ_005614,2,3,2,2,2,3,2,2,2,3,2
SEQ_005619,0,1,0,0,0,1,0,0,0,0,0
SEQ_005625,2,4,3,2,2,2,2,1,3,3,4
SEQ_005627,4,1,1,0,1,2,1,1,1,1,2
SEQ_005628,3,4,3,3,3,4,3,3,3,4,3
SEQ_005637,2,0,2,2,3,2,3,4,4,3,4
SEQ_005643,1,4,4,4,3,4,3,3,4,3,4
SEQ_005644,0,2,2,4,0,4,1,1,1,0,1
SEQ_005662,1,4,2,1,1,1,1,2,2,2,3
SEQ_005677,0,2,2,1,2,3,2,2,2,2,3
SEQ_005690,4,0,0,3,4,4,3,3,4,0,1
SEQ_005699,0,2,2,1,2,1,1,2,2,2,3
SEQ_005701,3,4,4,4,3,4,3,3,4,3,4
SEQ_005704,0,0,0,0,4,0,4,4,0,4,0
SEQ_005705,0,3,2,2,2,3,2,2,3,2,3
SEQ_005715,3,4,3,3,3,4,3,3,3,4,3
SEQ_005721,3,0,0,4,0,1,0,0,0,0,1
SEQ_005727,0,3,2,0,1,0,0,4,2,1,2
SEQ_005736,4,2,2,2,1,2,1,1,2,1,2
SEQ_005737,2,0,4,2,3,2,2,2,4,3,4
SEQ_005754,4,1,1,4,4,0,0,0,0,4,2
SEQ_005768,4,2,1,4,0,4,4,1,1,0,1
SEQ_005769,3,4,4,4,3,3,2,2,3,4,0
SEQ_005778,2,0,4,3,4,0,4,4,2,4,0
SEQ_005795,1,4,3,2,3,4,3,3,4,3,4
SEQ_005796,2,0,2,2,3,2,3,4,4,3,4
SEQ_005802,3,0,0,3,3,4,4,4,4,3,4
SEQ_005815,1,4,2,1,1,1,1,2,2,2,3
SEQ_005818,2,4,4,2,2,2,3,3,3,2,3
SEQ_005822,3,1,0,3,4,3,4,0,0,4,0
SEQ_005831,2,0,4,3,4,0,4,4,2,4,0
SEQ_005835,0,0,0,0,4,0,4,4,0,4,0
SEQ_005837,2,0,4,2,3,2,2,2,4,3,4
SEQ_005851,1,3,3,2,3,2,3,3,3,3,4
SEQ_005852,3,1,0,3,4,3,4,0,0,4,0
SEQ_005854,4,4,4,4,3,4,4,4,4,3,4
SEQ_005856,0,2,2,0,0,1,1,1,1,0,1
SEQ_005857,1,4,3,2,3,4,3,3,4,3,4
SEQ_005875,1,2,1,1,1,2,1,1,1,2,1
SEQ_005879,2,0,4,3,4,0,4,4,2,4,0
SEQ_005891,3,0,0,4,4,4,4,4,0,3,4
SEQ_005893,2,3,3,2,2,2,2,1,2,3,4
SEQ_005900,0,1,4,4,4,0,4,4,3,0,3
SEQ_005903,2,0,0,0,4,0,4,4,0,4,0
SEQ_005910,3,1,3,3,4,3,3,3,0,4,0
SEQ_005922,4,2,4,1,1,2,1,1,2,1,2
SEQ_005924,0,3,2,2,2,3,2,2,3,2,3
SEQ_005940,3,0,0,4,0,4,0,0,0,0,1
SEQ_005941,0,3,2,2,2,3,2,2,3,2,3
SEQ_005942,0,1,1,0,0,0,0,4,0,1,2
SEQ_005951,2,0,4,2,3,2,2,2,4,3,4
SEQ_005963,3,4,4,4,3,4,3,3,4,3,4
SEQ_005967,1,4,4,1,2,1,2,3,3,2,3
SEQ_005990,0,3,2,0,1,0,0,4,2,1,2
SEQ_005997,4,2,0,0,0,1,0,0,0,1,0
SEQ_005998,4,1,1,4,4,0,0,0,0,4,2
SEQ_006001,4,1,1,0,1,0,0,0,1,0,2
SEQ_006003,4,1,1,0,1,0,0,0,1,0,2
SEQ_006004,4,1,1,0,1,2,1,1,1,1,2
SEQ_006006,2,3,2,2,2,3,2,2,2,3,2
SEQ_006009,1,4,4,4,3,4,3,3,4,3,4
SEQ_006011,4,1,1,0,1,0,0,0,1,0,2
SEQ_006013,1,3,3,2,3,2,3,3,3,3,4
SEQ_006022,0,1,1,0,0,0,0,4,0,1,2
SEQ_006064,2,0,4,2,3,2,2,2,4,3,4
SEQ_006067,2,2,2,2,1,2,1,1,2,1,2
SEQ_006070,1,2,1,1,1,2,1,1,1,2,1
SEQ_006088,1,4,3,2,3,4,3,3,4,3,4
SEQ_006090,0,0,0,0,4,0,4,4,0,4,0
SEQ_006096,4,2,4,1,1,2,1,1,2,1,2
SEQ_006103,3,1,3,3,4,3,3,3,0,4,0
SEQ_006110,3,3,3,3,0,3,3,3,3,4,3
SEQ_006112,3,3,3,3,2,3,2,2,3,2,3
SEQ_006113,0,3,3,3,2,3,2,2,3,2,3
SEQ_006119,0,1,1,0,0,0,0,4,0,1,2
SEQ_006134,1,1,1,1,1,1,1,1,1,1,1
SEQ_006135,4,1,1,0,1,0,0,0,1,0,2
SEQ_006160,3,4,3,3,3,4,3,3,3,4,3
SEQ_006161,0,1,1,1,0,1,0,0,1,0,1
SEQ_006171,3,3,3,3,0,3,3,3,3,4,3
SEQ_006173,0,0,0,0,4,0,0,0,0,4,0
SEQ_006179,2,0,2,2,3,2,3,4,4,3,4
SEQ_006186,3,4,4,4,3,3,2,2,3,4,0
SEQ_006188,0,1,0,0,0,1,0,0,0,0,0
SEQ_006194,2,3,4,1,2,2,1,1,2,3,4
SEQ_006201,2,4,3,2,2,2,2,1,3,3,4
SEQ_006205,2,4,4,3,4,4,4,4,4,4,0
SEQ_006210,1,2,2,0,1,1,0,0,1,2,3
SEQ_006217,4,0,4,4,4,0,4,4,4,4,4
SEQ_006225,4,2,4,1,1,2,1,1,2,1,2
SEQ_006226,3,4,4,3,3,3,3,2,4,4,0
SEQ_006229,0,3,3,3,2,3,2,2,3,2,3
SEQ_006232,2,0,2,2,3,2,3,4,4,3,4
SEQ_006239,2,0,4,3,4,0,4,4,2,4,0
SEQ_006241,3,0,0,3,3,4,4,4,4,3,4
SEQ_006248,1,3,3,2,3,2,3,3,3,3,4
SEQ_006250,0,1,4,4,4,0,4,4,3,0,3
SEQ_006252,3,1,1,0,0,1,0,0,1,0,1
SEQ_006274,4,1,1,0,1,2,1,1,1,1,2
SEQ_006287,2,0,0,0,4,0,4,4,0,4,0
SEQ_006292,4,4,4,4,3,4,3,3,4,3,4
SEQ_006337,0,2,2,4,0,4,1,1,1,0,1
SEQ_006343,4,1,1,0,1,2,1,1,1,1,2
SEQ_006366,4,4,4,4,3,4,3,3,4,3,4
SEQ_006372,3,4,3,3,3,4,3,3,3,4,3
SEQ_006380,2,4,4,3,3,3,3,3,4,2,0
SEQ_006388,1,3,1,1,1,0,1,1,1,1,1
SEQ_006404,4,2,2,2,1,2,1,1,2,1,2
SEQ_006407,2,0,4,2,3,2,2,2,4,3,4
SEQ_006414,1,4,4,1,2,1,2,3,3,2,3
SEQ_006418,4,2,4,1,1,2,1,1,2,1,2
SEQ_006444,0,1,4,4,4,0,4,4,3,0,3
SEQ_006446,0,3,3,3,2,3,2,2,3,2,3
SEQ_006460,1,2,1,1,1,2,1,1,1,2,1
SEQ_006470,4,2,1,4,0,4,4,1,1,0,1
SEQ_006503,3,1,0,3,4,3,4,0,0,4,0
SEQ_006522,4,0,0,3,4,4,3,3,4,0,1
SEQ_006529,4,2,0,0,0,1,0,0,0,1,0
SEQ_006535,1,4,2,1,1,1,1,2,2,2,3
SEQ_006545,2,3,2,2,2,3,2,2,2,3,2
SEQ_006550,1,2,1,1,1,2,1,1,1,2,1
SEQ_006554,3,3,3,3,2,3,3,2,3,2,3
SEQ_006585,0,2,2,1,2,1,1,2,2,2,3
SEQ_006589,2,4,4,3,4,4,4,4,4,4,0
SEQ_006591,1,3,1,1,1,0,1,1,1,1,1
SEQ_006592,4,0,0,3,2,4,3,3,4,3,0
SEQ_006597,1,1,1,1,0,1,0,0,1,0,1
SEQ_006608,1,4,4,1,2,1,2,3,3,2,3
SEQ_006612,3,4,4,3,3,3,3,2,4,4,0
SEQ_006614,4,1,1,3,4,3,0,0,0,4,0
SEQ_006621,0,2,2,1,2,1,1,1,2,1,3
SEQ_006628,3,0,0,4,0,1,0,0,0,0,1
SEQ_006637,1,3,1,1,1,0,1,1,1,1,1
SEQ_006638,0,1,1,4,0,0,4,4,0,1,2
SEQ_006639,1,3,3,2,3,2,3,3,3,3,4
SEQ_006648,0,2,2,1,2,3,2,2,2,2,3
SEQ_006649,2,2,2,2,2,2,2,2,2,2,2
SEQ_006664,2,0,2,2,3,2,3,4,4,3,4
SEQ_006674,4,2,1,4,0,4,4,1,1,0,1
SEQ_006676,4,0,0,3,4,4,3,3,4,0,1
SEQ_006678,1,2,2,1,1,1,1,0,1,2,3
SEQ_006682,1,4,2,1,1,1,1,2,2,2,3
SEQ_006683,1,4,3,1,2,1,1,4,3,2,3
SEQ_006684,3,0,0,4,0,4,0,0,0,0,1
SEQ_006693,4,1,1,0,1,0,0,1,1,1,2
SEQ_006696,0,3,2,0,1,0,0,4,2,1,2
SEQ_006723,2,4,4,3,4,4,4,4,4,4,0
SEQ_006730,4,2,4,1,1,2,1,1,2,1,2
SEQ_006745,4,1,1,0,1,0,0,1,1,1,2
SEQ_006753,1,4,4,4,3,4,3,3,4,3,4
SEQ_006757,0,2,2,0,0,1,1,1,1,0,1
SEQ_006779,2,3,3,2,2,2,2,1,2,3,4
SEQ_006780,1,1,1,1,0,1,1,3,1,0,1
SEQ_006789,3,4,3,2,3,3,2,2,3,4,4
SEQ_006800,1,4,2,1,1,1,1,2,2,2,3
SEQ_006807,3,1,0,3,4,3,4,0,0,4,0
SEQ_006809,4,2,2,2,1,2,1,1,2,1,2
SEQ_006810,4,2,2,2,1,2,1,1,2,1,2
SEQ_006812,2,2,2,2,2,2,2,2,2,2,2
SEQ_006816,3,3,3,3,2,3,3,2,3,2,3
SEQ_006817,0,3,2,2,2,3,2,2,3,2,3
SEQ_006819,0,3,2,2,2,3,2,2,3,2,3
SEQ_006825,3,0,0,4,4,4,4,4,0,3,4
SEQ_006839,0,3,2,0,1,0,0,4,2,1,2
SEQ_006842,1,1,1,1,1,1,1,1,1,1,1
SEQ_006847,1,4,4,1,2,1,2,3,3,2,3
SEQ_006861,0,0,0,0,4,0,0,0,0,4,0
SEQ_006862,2,2,2,2,2,2,2,2,2,2,2
SEQ_006867,3,0,0,3,3,4,4,4,4,3,4
SEQ_006868,2,4,3,2,2,2,2,1,3,3,4
SEQ_006872,2,2,2,2,1,2,1,1,2,1,2
SEQ_006875,1,1,1,1,0,1,1,3,1,0,1
SEQ_006881,1,2,2,0,1,1,0,0,1,2,3
SEQ_006897,2,4,3,2,2,2,2,1,3,3,4
SEQ_006902,2,0,0,0,4,0,4,4,0,4,0
SEQ_006905,4,2,1,4,0,4,4,1,1,0,1
SEQ_006918,2,4,4,3,4,3,3,4,4,3,0
SEQ_006944,0,3,2,0,1,0,0,4,2,1,2
SEQ_006948,3,1,1,0,0,1,0,0,1,0,1
SEQ_006951,3,1,0,3,4,3,4,0,0,4,0
SEQ_006962,3,1,0,3,4,3,4,0,0,4,0
SEQ_006964,1,1,1,1,1,1,1,1,1,1,1
SEQ_006965,0,2,2,1,2,1,1,2,2,2,3
SEQ_006990,2,4,4,3,4,4,4,4,4,4,0
SEQ_007000,4,0,0,3,2,4,3,3,4,3,0
SEQ_007009,0,0,0,0,4,0,4,4,0,4,0
SEQ_007016,2,3,2,2,2,3,2,2,2,3,2
SEQ_007022,4,2,1,4,0,4,4,1,1,0,1
SEQ_007031,4,4,4,4,3,4,3,3,4,3,4
SEQ_007032,0,3,2,0,1,0,0,4,2,1,2
SEQ_007039,4,2,0,4,4,4,4,4,4,0,1
SEQ_007045,1,3,3,1,1,3,2,2,2,1,2
SEQ_007048,1,3,1,1,1,0,1,1,1,1,1
SEQ_007055,4,2,0,0,0,1,0,0,0,1,0
SEQ_007059,4,2,0,0,0,1,0,0,0,1,0
SEQ_007060,2,3,4,1,2,2,1,1,2,3,4
SEQ_007068,2,4,3,2,2,2,2,1,3,3,4
SEQ_007071,2,3,3,2,2,2,2,1,2,3,4
SEQ_007076,4,2,1,4,0,4,4,1,1,0,1
SEQ_007077,1,3,3,2,3,2,3,3,3,3,4
SEQ_007102,3,4,4,4,3,3,2,2,3,4,0
SEQ_007114,2,4,4,2,2,2,3,3,3,2,3
SEQ_007118,1,1,1,1,0,1,0,0,1,0,1
SEQ_007123,2,3,3,2,2,2,2,1,2,3,4
SEQ_007124,4,2,0,4,4,4,4,4,4,0,1
SEQ_007139,0,3,3,3,2,3,2,2,3,2,3
SEQ_007152,1,3,3,2,3,2,2,3,3,2,4
SEQ_007155,1,4,3,1,2,1,1,4,3,2,3
SEQ_007161,4,2,2,2,1,2,1,1,2,1,2
SEQ_007168,1,1,1,1,1,1,1,1,1,1,1
SEQ_007177,3,3,3,3,0,3,3,3,3,4,3
SEQ_007179,3,1,3,3,4,3,3,3,0,4,0
SEQ_007183,4,4,4,4,3,4,4,4,4,3,4
SEQ_007201,3,4,3,3,3,4,3,3,3,4,3
SEQ_007204,1,4,3,2,3,4,3,3,4,3,4
SEQ_007218,0,1,4,4,4,0,4,4,3,0,3
SEQ_007243,2,2,2,2,1,2,1,1,2,1,2
SEQ_007259,4,2,4,1,1,2,1,1,2,1,2
SEQ_007285,0,1,0,0,0,1,0,0,0,0,0
SEQ_007291,3,3,3,3,2,3,2,2,3,2,3
SEQ_007296,1,2,2,1,1,1,1,0,1,2,3
SEQ_007327,4,4,4,4,3,4,4,4,4,3,4
SEQ_007335,1,2,1,1,1,2,1,1,1,2,1
SEQ_007345,2,0,4,3,4,0,4,4,2,4,0
SEQ_007357,3,4,4,3,3,3,3,2,4,4,0
SEQ_007387,2,4,4,2,2,2,3,3,3,2,3
SEQ_007391,4,2,1,4,0,4,4,1,1,0,1
SEQ_007400,1,3,3,2,3,2,2,3,3,2,4
SEQ_007402,3,3,3,3,0,3,3,3,3,4,3
SEQ_007410,2,2,2,2,1,2,2,1,2,1,2
SEQ_007424,1,4,3,2,3,4,3,3,4,3,4
SEQ_007433,2,0,4,2,3,2,2,2,4,3,4
SEQ_007439,1,2,2,1,1,1,1,0,1,2,3
SEQ_007466,4,1,1,0,1,0,0,1,1,1,2
SEQ_007468,2,2,2,2,1,2,2,1,2,1,2
SEQ_007475,0,1,0,0,0,1,0,0,0,0,0
SEQ_007502,2,3,2,2,2,3,2,2,2,3,2
SEQ_007515,4,0,0,3,2,4,3,3,4,3,0
SEQ_007525,4,1,1,0,1,0,0,1,1,1,2
SEQ_007537,4,1,1,4,4,0,0,0,0,4,2
SEQ_007540,3,1,3,3,4,3,3,3,0,4,0
SEQ_007549,3,4,3,2,3,3,2,2,3,4,4
